Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Gap,10,32,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,0,0
Gap,10,32,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Gap,10,32,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,10,32,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,10,32,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Gap,10,32,True,True,Small Non-tufted grass/sedge,Aira spp.,0,0,3
Gap,10,32,True,True,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,10,32,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Gap,10,32,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,15
Gap,10,32,True,True,Small Tufted grass/sedge,Rytidosperma spp.,15,25,0
Gap,10,32,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,3
Gap,12,1,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,12,1,False,False,Large Forb/Herb,Lomandra longifolia,15,7,15
Gap,12,1,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,1,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,1,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,12,1,False,False,Large Tufted grass/sedge,Austrostipa spp,15,7,0
Gap,12,1,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Einadia nutans,0,3,3
Gap,12,1,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Lagenophora spp,7,3,0
Gap,12,1,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Mentha australis,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Gap,12,1,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,1,False,False,Medium Forb/Herb,Veronica spp,0,0,0
Gap,12,1,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,7,0,3
Gap,12,1,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,1,False,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,7,3,0
Gap,12,1,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,12,1,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Gap,12,1,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Gap,12,1,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Gap,12,1,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Gap,12,1,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Gap,12,2,True,True,Climber,Glycine clandestina,0,3,0
Gap,12,2,True,True,Large Forb/Herb,Lomandra longifolia,3,55,55
Gap,12,2,True,True,Large Forb/Herb,Senecio spp,15,0,0
Gap,12,2,True,True,Large Forb/Herb,Sonchus spp,3,0,0
Gap,12,2,True,True,Large Forb/Herb,Tricoryne elatior,0,0,3
Gap,12,2,True,True,Large Forb/Herb,Wahlenbergia spp,0,3,0
Gap,12,2,True,True,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Gap,12,2,True,True,Medium Forb/Herb,Anagallis arvensis,3,0,0
Gap,12,2,True,True,Medium Forb/Herb,Cotula australis,3,0,0
Gap,12,2,True,True,Medium Forb/Herb,Geranium sp.,3,0,0
Gap,12,2,True,True,Medium Forb/Herb,Hydrocotyle foveolata,0,0,0
Gap,12,2,True,True,Medium Forb/Herb,Hypochaeris spp,3,3,0
Gap,12,2,True,True,Medium Forb/Herb,Lagenophora spp,3,0,0
Gap,12,2,True,True,Medium Forb/Herb,Medicago spp.,0,3,0
Gap,12,2,True,True,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Gap,12,2,True,True,Medium Forb/Herb,Poranthera microphylla,3,0,0
Gap,12,2,True,True,Medium Forb/Herb,Viola betonicifolia,3,0,0
Gap,12,2,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,15,7,3
Gap,12,2,True,True,Medium Tufted grass/sedge,Poa labillardieri,0,0,7
Gap,12,2,True,True,Medium Tufted grass/sedge,Poa spp,0,7,0
Gap,12,2,True,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,2,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,15,3,0
Gap,12,2,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,3,0,3
Gap,12,2,True,True,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,12,2,True,True,Small Tufted grass/sedge,Rytidosperma spp.,15,0,0
Gap,12,3,False,True,Large Forb/Herb,Arthropodium spp,0,0,0
Gap,12,3,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,12,3,False,True,Large Forb/Herb,Lomandra longifolia,0,0,3
Gap,12,3,False,True,Large Forb/Herb,Senecio spp,0,3,0
Gap,12,3,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,3,False,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,12,3,False,True,Large Forb/Herb,Wahlenbergia spp,7,3,0
Gap,12,3,False,True,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Gap,12,3,False,True,Large Tufted grass/sedge,Juncus spp,0,0,0
Gap,12,3,False,True,Medium Forb/Herb,Anagallis arvensis,0,3,0
Gap,12,3,False,True,Medium Forb/Herb,Centaurium erythraea,0,3,0
Gap,12,3,False,True,Medium Forb/Herb,Cotula australis,0,3,0
Gap,12,3,False,True,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,12,3,False,True,Medium Forb/Herb,Euchiton spp,7,0,0
Gap,12,3,False,True,Medium Forb/Herb,Hypochaeris spp,0,7,0
Gap,12,3,False,True,Medium Forb/Herb,Lagenophora spp,0,0,3
Gap,12,3,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,12,3,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,3,False,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,3,0
Gap,12,3,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,12,3,False,True,Medium Forb/Herb,Veronica spp,0,0,0
Gap,12,3,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,15,3
Gap,12,3,False,True,Medium Tufted grass/sedge,Lolium perenne,0,0,0
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,7,0
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Gap,12,3,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Gap,12,3,False,True,Small Non-tufted grass/sedge,Aira spp.,0,7,0
Gap,12,3,False,True,Small Tufted grass/sedge,Juncus bufonis,0,0,0
Gap,12,3,False,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Gap,12,3,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,12,3,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Gap,12,3,False,True,Tiny Tufted grass/sedge,Isolepsis marginata,0,3,0
Gap,12,4,True,True,Climber,Glycine clandestina,0,3,0
Gap,12,4,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Gap,12,4,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,12,4,True,True,Large Forb/Herb,Lomandra longifolia,15,15,25
Gap,12,4,True,True,Large Forb/Herb,Microtis sp.,0,0,0
Gap,12,4,True,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,4,True,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,12,4,True,True,Large Forb/Herb,Wahlenbergia spp,3,0,0
Gap,12,4,True,True,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Gap,12,4,True,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Lagenophora spp,3,3,3
Gap,12,4,True,True,Medium Forb/Herb,Medicago spp.,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Trifolium sp.,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Viola betonicifolia,0,0,0
Gap,12,4,True,True,Medium Forb/Herb,Viola hederaceae,0,0,0
Gap,12,4,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,25,3,3
Gap,12,4,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,4,True,True,Medium Tufted grass/sedge,Poa labillardieri,0,0,7
Gap,12,4,True,True,Medium Tufted grass/sedge,Poa spp,0,3,0
Gap,12,4,True,True,Medium Tufted grass/sedge,Themeda triandra,0,0,0
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,12,4,True,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Gap,12,4,True,True,Small Tufted grass/sedge,Carex spp,0,0,0
Gap,12,4,True,True,Small Tufted grass/sedge,Rytidosperma spp.,25,0,0
Gap,12,5,False,False,Large Forb/Herb,Cirsium vulgare,0,0,0
Gap,12,5,False,False,Large Forb/Herb,Conyza sumatrensis,0,3,0
Gap,12,5,False,False,Large Forb/Herb,Senecio phelleus,0,0,0
Gap,12,5,False,False,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,5,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,5,False,False,Large Forb/Herb,Wahlenbergia spp,0,3,0
Gap,12,5,False,False,Large Shrub to Medium Tree,Exocarpus cupressiformis,0,0,0
Gap,12,5,False,False,Large Tufted grass/sedge,Austrostipa spp,7,0,0
Gap,12,5,False,False,Medium Forb/Herb,Einadia nutans,3,3,3
Gap,12,5,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,12,5,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,0,0
Gap,12,5,False,False,Medium Forb/Herb,Viola betonicifolia,0,0,0
Gap,12,5,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,7,3,0
Gap,12,5,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,5,False,False,Medium Tufted grass/sedge,Dactylis glomerata,0,0,0
Gap,12,5,False,False,Medium Tufted grass/sedge,Themeda triandra,0,0,0
Gap,12,5,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,12,5,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,12,5,False,False,Small Tufted grass/sedge,Carex breviculmis,0,0,0
Gap,12,5,False,False,Small Tufted grass/sedge,Rytidosperma pencilata,0,0,0
Gap,12,5,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,0,0
Gap,12,6,True,True,Large Forb/Herb,Cirsium vulgare,0,3,0
Gap,12,6,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,12,6,True,True,Large Forb/Herb,Lomandra longifolia,45,3,15
Gap,12,6,True,True,Large Forb/Herb,Senecio phelleus,0,0,0
Gap,12,6,True,True,Large Forb/Herb,Senecio spp,0,3,0
Gap,12,6,True,True,Large Forb/Herb,Tricoryne elatior,0,0,3
Gap,12,6,True,True,Large Forb/Herb,Wahlenbergia spp,0,3,0
Gap,12,6,True,True,Medium Forb/Herb,Anagallis arvensis,0,3,0
Gap,12,6,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Geranium sp.,0,3,0
Gap,12,6,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Medicago spp.,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Stellaria media,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,12,6,True,True,Medium Forb/Herb,Viola betonicifolia,0,0,0
Gap,12,6,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,25,3
Gap,12,6,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,6,True,True,Medium Tufted grass/sedge,Poa labillardieri,0,0,7
Gap,12,6,True,True,Medium Tufted grass/sedge,Poa spp,0,3,0
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Gap,12,6,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Gap,12,6,True,True,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Gap,12,6,True,True,Small Tufted grass/sedge,Briza minor,0,3,0
Gap,12,6,True,True,Small Tufted grass/sedge,Juncus bufonis,0,0,0
Gap,12,6,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Gap,12,6,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,0,0
Gap,12,6,True,True,Small Tufted grass/sedge,Schoenus spp,0,0,0
Gap,12,7,False,True,Climber,Comesperma volubile,0,0,0
Gap,12,7,False,True,Large Forb/Herb,Lomandra longifolia,0,0,0
Gap,12,7,False,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,7,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,7,False,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,12,7,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Asperula spp.,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Einadia nutans,0,0,7
Gap,12,7,False,True,Medium Forb/Herb,Hypericum gramineum,0,3,0
Gap,12,7,False,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Medicago spp.,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Pterostylis spp,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Stellaria media,0,0,0
Gap,12,7,False,True,Medium Forb/Herb,Veronica spp,0,0,0
Gap,12,7,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,25,3,3
Gap,12,7,False,True,Medium Tufted grass/sedge,Poa spp,0,3,0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,12,7,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Gap,12,7,False,True,Small Tufted grass/sedge,Carex spp,0,0,0
Gap,12,7,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,35
Gap,12,7,False,True,Small Tufted grass/sedge,Rytidosperma spp.,25,0,0
Gap,12,8,True,False,Large Forb/Herb,Senecio spp,3,0,0
Gap,12,8,True,False,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,8,True,False,Large Forb/Herb,Wahlenbergia spp,0,3,0
Gap,12,8,True,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Cotula australis,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Lagenophora spp,3,3,0
Gap,12,8,True,False,Medium Forb/Herb,Linaria pelisseriana,0,3,0
Gap,12,8,True,False,Medium Forb/Herb,Poranthera microphylla,0,3,0
Gap,12,8,True,False,Medium Forb/Herb,Stellaria media,0,0,0
Gap,12,8,True,False,Medium Forb/Herb,Wahlenbergia gracilenta,0,0,0
Gap,12,8,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,45,7,7
Gap,12,8,True,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,8,True,False,Medium Tufted grass/sedge,Lolium perenne,0,0,0
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,7,15,0
Gap,12,8,True,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,12,8,True,False,Small Tufted grass/sedge,Briza minor,0,3,0
Gap,12,8,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Gap,12,8,True,False,Small Tufted grass/sedge,Rytidosperma spp.,0,3,3
Gap,12,9,False,True,Large Forb/Herb,Cirsium vulgare,0,3,0
Gap,12,9,False,True,Large Forb/Herb,Lomandra longifolia,0,0,0
Gap,12,9,False,True,Large Forb/Herb,Senecio spp,0,3,0
Gap,12,9,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,9,False,True,Large Tufted grass/sedge,Austrostipa spp,3,3,0
Gap,12,9,False,True,Medium Forb/Herb,Anagallis arvensis,0,3,0
Gap,12,9,False,True,Medium Forb/Herb,Asperula spp.,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Einadia nutans,0,0,3
Gap,12,9,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,3,0
Gap,12,9,False,True,Medium Forb/Herb,Stellaria media,0,0,0
Gap,12,9,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,12,9,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,7,0
Gap,12,9,False,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,9,False,True,Medium Tufted grass/sedge,Poa spp,0,0,0
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Gap,12,9,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,15,0,0
Gap,12,9,False,True,Small Forb/Herb,Solenogyne dominii,0,0,0
Gap,12,9,False,True,Small Tufted grass/sedge,Briza minor,0,0,0
Gap,12,9,False,True,Small Tufted grass/sedge,Carex spp,0,0,0
Gap,12,9,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Gap,12,9,False,True,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,12,10,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Gap,12,10,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Gap,12,10,True,True,Large Forb/Herb,Lomandra longifolia,0,3,3
Gap,12,10,True,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,10,True,True,Large Forb/Herb,Solanum nigrum,0,0,0
Gap,12,10,True,True,Large Forb/Herb,Sonchus spp,0,3,0
Gap,12,10,True,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Einadia nutans,0,3,3
Gap,12,10,True,True,Medium Forb/Herb,Geranium sp.,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Oxalis (native),0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Stellaria media,0,0,0
Gap,12,10,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,12,10,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,3
Gap,12,10,True,True,Medium Tufted grass/sedge,Lolium perenne,0,0,3
Gap,12,10,True,True,Medium Tufted grass/sedge,Poa labillardieri,0,0,3
Gap,12,10,True,True,Medium Tufted grass/sedge,Poa spp,0,7,0
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Gap,12,10,True,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Gap,12,10,True,True,Small Tufted grass/sedge,Carex breviculmis,0,0,0
Gap,12,10,True,True,Small Tufted grass/sedge,Carex spp,0,3,0
Gap,12,10,True,True,Small Tufted grass/sedge,Erhartia erecta,0,0,3
Gap,12,10,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Gap,12,10,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,12,10,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Gap,12,11,False,True,Large Forb/Herb,Cirsium vulgare,0,0,0
Gap,12,11,False,True,Large Forb/Herb,Senecio spp,0,0,0
Gap,12,11,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,11,False,True,Medium Forb/Herb,Linaria pelisseriana,0,3,0
Gap,12,11,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Gap,12,11,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Gap,12,11,False,True,Medium Tufted grass/sedge,Cyperus spp,0,0,0
Gap,12,11,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Gap,12,11,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Gap,12,11,False,True,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Gap,12,11,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Gap,12,11,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Gap,12,12,True,True,Climber,Glycine clandestina,0,0,0
Gap,12,12,True,True,Large Forb/Herb,Arthropodium milleflorum,0,0,0
Gap,12,12,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Gap,12,12,True,True,Large Forb/Herb,Cirsium vulgare,0,0,0
Gap,12,12,True,True,Large Forb/Herb,Senecio spp,0,3,0
Gap,12,12,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Gap,12,12,True,True,Large Forb/Herb,Tricoryne elatior,0,0,3
Gap,12,12,True,True,Large Forb/Herb,Wahlenbergia spp,0,7,0
Gap,12,12,True,True,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Einadia nutans,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Gap,12,12,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Ranunculus pimelo sp pimelo,0,0,0
Gap,12,12,True,True,Medium Forb/Herb,Veronica spp,0,0,0
Gap,12,12,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,15,7
Gap,12,12,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Gap,12,12,True,True,Medium Tufted grass/sedge,Poa labillardieri,0,0,25
Gap,12,12,True,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,3,0
Gap,12,12,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,3,0
