Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Gap,12,4,6,Poa labillardierei,[2.0]
Gap,12,4,6,Themeda triandra,[0.5]
Gap,12,4,6,Tricoryne elatior,[0.5]
Gap,12,4,6,Viola betonicifolia,[0.5]
Gap,12,5,0,Austrostipa rudis,[2.0]
Gap,12,5,0,Einadia nutans subsp. nutans,[1.0]
Gap,12,5,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,5,0,Poranthera microphylla s.l.,[0.5]
Gap,12,5,0,Rytidosperma nivicolum,[1.0]
Gap,12,5,0,Sonchus oleraceus,[0.5]
Gap,12,5,0,Viola betonicifolia,[0.5]
Gap,12,5,0,Wahlenbergia gracilis,[0.5]
Gap,12,5,3,Cirsium vulgare,[0.5]
Gap,12,5,3,Conyza sumatrensis,[1.0]
Gap,12,5,3,Dactylis glomerata,[0.5]
Gap,12,5,3,Dichondra repens,[1.0]
Gap,12,5,3,Einadia nutans subsp. nutans,[1.0]
Gap,12,5,3,Hypochoeris radicata,[1.0]
Gap,12,5,3,Lagenophora gracilis,[0.5]
Gap,12,5,3,Linaria pelisseriana,[0.5]
Gap,12,5,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,5,3,Oxalis hirta,[0.5]
Gap,12,5,3,Poranthera microphylla s.l.,[0.5]
Gap,12,5,3,Ranunculus pumilio,[0.5]
Gap,12,5,3,Rytidosperma nivicolum,[0.5]
Gap,12,5,3,Senecio quadridentatus,[0.5]
Gap,12,5,3,Sonchus oleraceus,[0.5]
Gap,12,5,3,Viola betonicifolia,[0.5]
Gap,12,5,3,Wahlenbergia gracilis,[1.0]
Gap,12,5,6,Austrostipa scabra,[1.0]
Gap,12,5,6,Carex breviculmis,[0.5]
Gap,12,5,6,Crassula sieberiana s.l.,[0.5]
Gap,12,5,6,Einadia nutans subsp. nutans,[1.0]
Gap,12,5,6,Exocarpos cupressiformis,[0.5]
Gap,12,5,6,Lagenophora gracilis,[0.5]
Gap,12,5,6,Oxalis perennans,[0.5]
Gap,12,5,6,Rytidosperma nivicolum,[0.5]
Gap,12,5,6,Senecio quadridentatus,[0.5]
Gap,12,5,6,Themeda triandra,[0.5]
Gap,12,5,6,Viola betonicifolia,[0.5]
Gap,12,6,0,Briza minor,[0.5]
Gap,12,6,0,Conyza sumatrensis,[0.5]
Gap,12,6,0,Crassula sieberiana s.l.,[0.5]
Gap,12,6,0,Desmodium gunnii,[0.5]
Gap,12,6,0,Dichondra repens,[0.5]
Gap,12,6,0,Hydrocotyle laxiflora,[0.5]
Gap,12,6,0,Hypochoeris radicata,[0.5]
Gap,12,6,0,Lagenophora gracilis,[0.5]
Gap,12,6,0,Lomandra longifolia,[6.0]
Gap,12,6,0,Microlaena stipoides var. stipoides,[0.5]
Gap,12,6,0,Rytidosperma nivicolum,[1.0]
Gap,12,6,0,Viola betonicifolia,[0.5]
Gap,12,6,3,Aira spp.,[1.0]
Gap,12,6,3,Anagallis arvensis,[1.0]
Gap,12,6,3,Briza minor,[1.0]
Gap,12,6,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,6,3,Cirsium vulgare,[1.0]
Gap,12,6,3,Dichondra repens,[1.0]
Gap,12,6,3,Geranium sp. 1,[1.0]
Gap,12,6,3,Hydrocotyle laxiflora,"[0.5, 1.0]"
Gap,12,6,3,Juncus bufonius,[0.5]
Gap,12,6,3,Lagenophora gracilis,[0.5]
Gap,12,6,3,Lomandra longifolia,[1.0]
Gap,12,6,3,Medicago lupulina,[0.5]
Gap,12,6,3,Microlaena stipoides var. stipoides,[4.0]
Gap,12,6,3,Poa sieberiana,[1.0]
Gap,12,6,3,Poranthera microphylla s.l.,[0.5]
Gap,12,6,3,Schoenus apogon,[0.5]
Gap,12,6,3,Senecio quadridentatus,[1.0]
Gap,12,6,3,Stellaria flaccida,[0.5]
Gap,12,6,3,Viola betonicifolia,[0.5]
Gap,12,6,3,Wahlenbergia gracilis,[1.0]
Gap,12,6,6,Austrostipa scabra,[1.0]
Gap,12,6,6,Briza minor,[0.5]
Gap,12,6,6,Crassula sieberiana s.l.,[0.5]
Gap,12,6,6,Dichondra repens,[0.5]
Gap,12,6,6,Geranium sp. 1,[0.5]
Gap,12,6,6,Hydrocotyle laxiflora,[0.5]
Gap,12,6,6,Lagenophora gracilis,[0.5]
Gap,12,6,6,Lomandra longifolia,[3.0]
Gap,12,6,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,6,6,Oxalis perennans,[0.5]
Gap,12,6,6,Poa labillardierei,[2.0]
Gap,12,6,6,Rytidosperma nivicolum,[1.0]
Gap,12,6,6,Senecio quadridentatus,[0.5]
Gap,12,6,6,Stellaria media,[0.5]
Gap,12,6,6,Tricoryne elatior,[1.0]
Gap,12,6,6,Viola betonicifolia,[0.5]
Gap,12,7,0,Anagallis arvensis,[0.5]
Gap,12,7,0,Centaurium erythraea,[0.5]
Gap,12,7,0,Desmodium gunnii,[0.5]
Gap,12,7,0,Dichondra repens,[0.5]
Gap,12,7,0,Hydrocotyle laxiflora,[0.5]
Gap,12,7,0,Hypochoeris radicata,[0.5]
Gap,12,7,0,Lagenophora gracilis,[0.5]
Gap,12,7,0,Microlaena stipoides var. stipoides,[4.0]
Gap,12,7,0,Oxalis corniculata s.s.,[0.5]
Gap,12,7,0,Poranthera microphylla s.l.,[0.5]
Gap,12,7,0,Pterostylis nutans,[0.5]
Gap,12,7,0,Rytidosperma nivicolum,[4.0]
Gap,12,7,0,Senecio quadridentatus,[0.5]
Gap,12,7,3,Anagallis arvensis,[0.5]
Gap,12,7,3,Asperula conferta,[0.5]
Gap,12,7,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,7,3,Dichondra repens,[0.5]
Gap,12,7,3,Hydrocotyle laxiflora,[0.5]
Gap,12,7,3,Hypericum gramineum,[1.0]
Gap,12,7,3,Lagenophora gracilis,[0.5]
Gap,12,7,3,Linaria pelisseriana,[0.5]
Gap,12,7,3,Medicago lupulina,[0.5]
Gap,12,7,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,7,3,Oxalis hirta,[0.5]
Gap,12,7,3,Poa sieberiana,[1.0]
Gap,12,7,3,Poranthera microphylla s.l.,[0.5]
Gap,12,7,3,Ranunculus pumilio,[0.5]
Gap,12,7,3,Rytidosperma nivicolum,[0.5]
Gap,12,7,3,Senecio quadridentatus,[0.5]
Gap,12,7,3,Sonchus oleraceus,[0.5]
Gap,12,7,3,Tricoryne elatior,[0.5]
Gap,12,7,3,Veronica plebeia,[0.5]
Gap,12,7,3,Wahlenbergia gracilis,[0.5]
Gap,12,7,6,Carex breviculmis,[0.5]
Gap,12,7,6,Comesperma volubile,[0.5]
Gap,12,7,6,Crassula sieberiana s.l.,[0.5]
Gap,12,7,6,Dichondra repens,[0.5]
Gap,12,7,6,Einadia nutans subsp. nutans,[2.0]
Gap,12,7,6,Hypochoeris radicata,[0.5]
Gap,12,7,6,Lagenophora gracilis,[0.5]
Gap,12,7,6,Lomandra longifolia,[0.5]
Gap,12,7,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,7,6,Oxalis perennans,[0.5]
Gap,12,7,6,Rytidosperma nivicolum,[5.0]
Gap,12,7,6,Stellaria media,[0.5]
Gap,12,8,0,Austrostipa rudis,[0.5]
Gap,12,8,0,Briza minor,[0.5]
Gap,12,8,0,Cotula australis,[0.5]
Gap,12,8,0,Crassula sieberiana s.l.,[0.5]
Gap,12,8,0,Dichondra repens,[2.0]
Gap,12,8,0,Euchiton involucratus s.l.,[0.5]
Gap,12,8,0,Hydrocotyle laxiflora,[0.5]
Gap,12,8,0,Hypochoeris radicata,[0.5]
Gap,12,8,0,Lagenophora gracilis,[1.0]
Gap,12,8,0,Microlaena stipoides var. stipoides,[6.0]
Gap,12,8,0,Poranthera microphylla s.l.,[0.5]
Gap,12,8,0,Senecio quadridentatus,[1.0]
Gap,12,8,0,Sonchus oleraceus,[0.5]
Gap,12,8,3,Austrostipa rudis,[0.5]
Gap,12,8,3,Briza minor,[1.0]
Gap,12,8,3,Centaurium erythraea,[0.5]
Gap,12,8,3,Dichondra repens,[3.0]
Gap,12,8,3,Hypochoeris radicata,[0.5]
Gap,12,8,3,Lagenophora gracilis,[1.0]
Gap,12,8,3,Linaria pelisseriana,[1.0]
Gap,12,8,3,Microlaena stipoides var. stipoides,[2.0]
Gap,12,8,3,Poranthera microphylla s.l.,[1.0]
Gap,12,8,3,Rytidosperma nivicolum,[1.0]
Gap,12,8,3,Senecio quadridentatus,[0.5]
Gap,12,8,3,Wahlenbergia gracilis,[1.0]
Gap,12,8,6,Austrostipa scabra,[1.0]
Gap,12,8,6,Dichondra repens,[0.5]
Gap,12,8,6,Lagenophora gracilis,[0.5]
Gap,12,8,6,Lolium perenne,[0.5]
Gap,12,8,6,Microlaena stipoides var. stipoides,[2.0]
Gap,12,8,6,Rytidosperma nivicolum,"[1.0, 1.0]"
Gap,12,8,6,Stellaria media,[0.5]
Gap,12,8,6,Wahlenbergia gracilenta s.l.,[0.5]
Gap,12,9,0,Austrostipa rudis,[1.0]
Gap,12,9,0,Carex breviculmis,[0.5]
Gap,12,9,0,Dichondra repens,[3.0]
Gap,12,9,0,Hypericum gramineum,[0.5]
Gap,12,9,0,Microlaena stipoides var. stipoides,[1.0]
Gap,12,9,0,Poranthera microphylla s.l.,[0.5]
Gap,12,9,0,Rytidosperma nivicolum,[1.0]
Gap,12,9,0,Senecio quadridentatus,[0.5]
Gap,12,9,0,Sonchus oleraceus,[0.5]
Gap,12,9,3,Anagallis arvensis,[1.0]
Gap,12,9,3,Asperula conferta,[0.5]
Gap,12,9,3,Austrostipa rudis,[1.0]
Gap,12,9,3,Briza minor,[0.5]
Gap,12,9,3,Centaurium erythraea,[0.5]
Gap,12,9,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,9,3,Cirsium vulgare,[1.0]
Gap,12,9,3,Cotula australis,[0.5]
Gap,12,9,3,Desmodium gunnii,[0.5]
Gap,12,9,3,Dichondra repens,[0.5]
Gap,12,9,3,Einadia nutans subsp. nutans,[0.5]
Gap,12,9,3,Hypochoeris radicata,[0.5]
Gap,12,9,3,Lagenophora gracilis,[0.5]
Gap,12,9,3,Microlaena stipoides var. stipoides,[2.0]
Gap,12,9,3,Oxalis hirta,[0.5]
Gap,12,9,3,Poa sieberiana,[0.5]
Gap,12,9,3,Ranunculus pumilio,[1.0]
Gap,12,9,3,Rytidosperma nivicolum,[1.0]
Gap,12,9,3,Senecio quadridentatus,[1.0]
Gap,12,9,3,Solenogyne dominii,[0.5]
Gap,12,9,3,Sonchus oleraceus,[0.5]
Gap,12,9,3,Stellaria flaccida,[0.5]
Gap,12,9,6,Austrostipa scabra,[1.0]
Gap,12,9,6,Cotula australis,[0.5]
Gap,12,9,6,Crassula sieberiana s.l.,[0.5]
Gap,12,9,6,Desmodium gunnii,[0.5]
Gap,12,9,6,Dichondra repens,[0.5]
Gap,12,9,6,Einadia nutans subsp. nutans,[1.0]
Gap,12,9,6,Lagenophora gracilis,[0.5]
Gap,12,9,6,Lomandra longifolia,[0.5]
Gap,12,9,6,Microlaena stipoides var. stipoides,[0.5]
Gap,12,9,6,Oxalis perennans,[0.5]
Gap,12,9,6,Poranthera microphylla s.l.,[0.5]
Gap,12,9,6,Rytidosperma nivicolum,[1.0]
Gap,12,9,6,Stellaria media,[0.5]
Gap,12,10,0,Arthropodium minus,[0.5]
Gap,12,10,0,Carex breviculmis,[0.5]
Gap,12,10,0,Conyza sumatrensis,[0.5]
Gap,12,10,0,Cotula australis,[0.5]
Gap,12,10,0,Hydrocotyle laxiflora,[0.5]
Gap,12,10,0,Hypochoeris radicata,[0.5]
Gap,12,10,0,Lagenophora gracilis,[0.5]
Gap,12,10,0,Lomandra longifolia,[0.5]
Gap,12,10,0,Microlaena stipoides var. stipoides,[0.5]
Gap,12,10,0,Oxalis corniculata s.s.,[0.5]
Gap,12,10,0,Rytidosperma nivicolum,[1.0]
Gap,12,10,0,Solanum nigrum s.s.,[0.5]
Gap,12,10,3,Arthropodium minus,[0.5]
Gap,12,10,3,Carex breviculmis,[1.0]
Gap,12,10,3,Dichondra repens,[0.5]
Gap,12,10,3,Einadia nutans subsp. nutans,[1.0]
Gap,12,10,3,Geranium sp. 1,[0.5]
Gap,12,10,3,Hypochoeris radicata,[0.5]
Gap,12,10,3,Lomandra longifolia,[1.0]
Gap,12,10,3,Oxalis hirta,[0.5]
Gap,12,10,3,Poa sieberiana,[2.0]
Gap,12,10,3,Ranunculus pumilio,[0.5]
Gap,12,10,3,Rytidosperma nivicolum,[1.0]
Gap,12,10,3,Senecio quadridentatus,[0.5]
Gap,12,10,3,Sonchus oleraceus,[1.0]
Gap,12,10,3,Stellaria flaccida,[0.5]
Gap,12,10,6,Carex breviculmis,[0.5]
Gap,12,10,6,Dichondra repens,[0.5]
Gap,12,10,6,Ehrharta erecta var. erecta,[1.0]
Gap,12,10,6,Einadia nutans subsp. nutans,[1.0]
Gap,12,10,6,Geranium sp. 1,[0.5]
Gap,12,10,6,Hydrocotyle laxiflora,[0.5]
Gap,12,10,6,Lagenophora gracilis,[0.5]
Gap,12,10,6,Lolium perenne,[1.0]
Gap,12,10,6,Lomandra longifolia,[1.0]
Gap,12,10,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,10,6,Oxalis perennans,[0.5]
Gap,12,10,6,Poa labillardierei,[1.0]
Gap,12,10,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Gap,12,10,6,Stellaria media,[0.5]
Gap,12,10,6,Tricoryne elatior,[0.5]
Gap,12,11,0,Cotula australis,[0.5]
Gap,12,11,0,Crassula sieberiana s.l.,[0.5]
Gap,12,11,0,Euchiton involucratus s.l.,[0.5]
Gap,12,11,0,Hypochoeris radicata,[0.5]
Gap,12,11,0,Lagenophora gracilis,[0.5]
Gap,12,11,0,Microlaena stipoides var. stipoides,[0.5]
Gap,12,11,0,Senecio quadridentatus,[0.5]
Gap,12,11,3,Aira spp.,[1.0]
Gap,12,11,3,Cirsium vulgare,[0.5]
Gap,12,11,3,Crassula sieberiana s.l.,[0.5]
Gap,12,11,3,Cyperus congestus,[0.5]
Gap,12,11,3,Lagenophora gracilis,[0.5]
Gap,12,11,3,Linaria pelisseriana,[1.0]
Gap,12,11,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,11,3,Rytidosperma nivicolum,[0.5]
Gap,12,11,3,Senecio quadridentatus,[0.5]
Gap,12,11,3,Stellaria flaccida,[0.5]
Gap,12,11,3,Wahlenbergia gracilis,[0.5]
Gap,12,11,6,Crassula sieberiana s.l.,[1.0]
Gap,12,11,6,Einadia nutans subsp. nutans,[0.5]
Gap,12,11,6,Microlaena stipoides var. stipoides,[0.5]
Gap,12,11,6,Rytidosperma nivicolum,[0.5]
Gap,12,12,0,Anagallis arvensis,[0.5]
Gap,12,12,0,Arthropodium minus,[0.5]
Gap,12,12,0,Desmodium gunnii,[0.5]
Gap,12,12,0,Dichondra repens,[1.0]
Gap,12,12,0,Euchiton involucratus s.l.,[0.5]
Gap,12,12,0,Hypochoeris radicata,[0.5]
Gap,12,12,0,Lagenophora gracilis,[0.5]
Gap,12,12,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,12,0,Oxalis corniculata s.s.,[0.5]
Gap,12,12,0,Poranthera microphylla s.l.,[0.5]
Gap,12,12,0,Rytidosperma nivicolum,[0.5]
Gap,12,12,0,Senecio quadridentatus,[0.5]
Gap,12,12,0,Sonchus oleraceus,[0.5]
Gap,12,12,0,Veronica plebeia,[0.5]
Gap,12,12,0,Wahlenbergia gracilis,[0.5]
Gap,12,12,3,Anagallis arvensis,[0.5]
Gap,12,12,3,Arthropodium minus,[0.5]
Gap,12,12,3,Austrostipa rudis,[0.5]
Gap,12,12,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,12,3,Cirsium vulgare,[0.5]
Gap,12,12,3,Desmodium gunnii,[1.0]
Gap,12,12,3,Dichondra repens,[1.0]
Gap,12,12,3,Glycine clandestina,[0.5]
Gap,12,12,3,Hydrocotyle laxiflora,[0.5]
Gap,12,12,3,Hypochoeris radicata,[1.0]
Gap,12,12,3,Microlaena stipoides var. stipoides,[3.0]
Gap,12,12,3,Ranunculus pumilio,[0.5]
Gap,12,12,3,Schoenus apogon,[1.0]
Gap,12,12,3,Senecio quadridentatus,[1.0]
Gap,12,12,3,Wahlenbergia gracilis,[2.0]
Gap,12,12,6,Arthropodium milleflorum s.l.,[0.5]
Gap,12,12,6,Austrostipa scabra,[1.0]
Gap,12,12,6,Dichondra repens,[0.5]
Gap,12,12,6,Einadia nutans subsp. nutans,[0.5]
Gap,12,12,6,Hydrocotyle laxiflora,[0.5]
Gap,12,12,6,Lagenophora gracilis,[0.5]
Gap,12,12,6,Microlaena stipoides var. stipoides,[2.0]
Gap,12,12,6,Poa labillardierei,[4.0]
Gap,12,12,6,Tricoryne elatior,[1.0]
Gap,12,13,0,Crassula sieberiana s.l.,[0.5]
Gap,12,13,0,Dichondra repens,[1.0]
Gap,12,13,0,Euchiton involucratus s.l.,[0.5]
Gap,12,13,0,Hypericum gramineum,[0.5]
Gap,12,13,0,Hypochoeris radicata,[1.0]
Gap,12,13,0,Juncus australis,[0.5]
Gap,12,13,0,Lagenophora gracilis,[0.5]
Gap,12,13,0,Linaria pelisseriana,[0.5]
Gap,12,13,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,13,0,Rytidosperma nivicolum,[0.5]
Gap,12,13,0,Senecio quadridentatus,[0.5]
Gap,12,13,0,Veronica plebeia,[0.5]
Gap,12,13,0,Wahlenbergia gracilis,[0.5]
Gap,12,13,3,Asperula conferta,[0.5]
Gap,12,13,3,Austrostipa rudis,[0.5]
Gap,12,13,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,13,3,Cotula australis,[0.5]
Gap,12,13,3,Dichondra repens,[1.0]
Gap,12,13,3,Hypericum gramineum,[0.5]
Gap,12,13,3,Hypochoeris radicata,[0.5]
Gap,12,13,3,Juncus subsecundus,[0.5]
Gap,12,13,3,Lagenophora gracilis,[0.5]
Gap,12,13,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,13,3,Oxalis hirta,[0.5]
Gap,12,13,3,Senecio quadridentatus,[0.5]
Gap,12,13,3,Tricoryne elatior,[0.5]
Gap,12,13,3,Veronica plebeia,[0.5]
Gap,12,13,3,Wahlenbergia gracilis,[1.0]
Gap,12,13,6,Dichondra repens,[0.5]
Gap,12,13,6,Hypericum gramineum,[0.5]
Gap,12,13,6,Lagenophora gracilis,[0.5]
Gap,12,13,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,13,6,Oxalis perennans,[0.5]
Gap,12,13,6,Rytidosperma nivicolum,[0.5]
Gap,12,13,6,Senecio quadridentatus,[0.5]
Gap,12,13,6,Stellaria flaccida,[0.5]
Gap,12,14,0,Crassula sieberiana s.l.,[0.5]
Gap,12,14,0,Dichondra repens,[1.0]
Gap,12,14,0,Euchiton involucratus s.l.,[0.5]
Gap,12,14,0,Hydrocotyle laxiflora,[0.5]
Gap,12,14,0,Microlaena stipoides var. stipoides,[2.0]
Gap,12,14,0,Poranthera microphylla s.l.,[0.5]
Gap,12,14,0,Rytidosperma nivicolum,[3.0]
Gap,12,14,0,Wahlenbergia gracilis,[0.5]
Gap,12,14,3,Anagallis arvensis,[0.5]
Gap,12,14,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,14,3,Cirsium vulgare,[0.5]
Gap,12,14,3,Hydrocotyle laxiflora,[1.0]
Gap,12,14,3,Hypochoeris radicata,[1.0]
Gap,12,14,3,Microlaena stipoides var. stipoides,[6.0]
Gap,12,14,3,Poa sieberiana,[3.0]
Gap,12,14,3,Senecio quadridentatus,[0.5]
Gap,12,14,3,Sonchus oleraceus,[0.5]
Gap,12,14,3,Stellaria flaccida,[0.5]
Gap,12,14,3,Wahlenbergia gracilis,[1.0]
Gap,12,14,6,Crassula sieberiana s.l.,[0.5]
Gap,12,14,6,Lagenophora gracilis,[0.5]
Gap,12,14,6,Microlaena stipoides var. stipoides,[2.0]
Gap,12,14,6,Oxalis perennans,[0.5]
Gap,12,14,6,Poa sieberiana,[1.0]
Gap,12,15,0,Acacia mearnsii,[0.5]
Gap,12,15,0,Austrostipa rudis,[0.5]
Gap,12,15,0,Cotula australis,[0.5]
Gap,12,15,0,Einadia nutans subsp. nutans,[0.5]
Gap,12,15,0,Hydrocotyle laxiflora,[0.5]
Gap,12,15,0,Hypochoeris radicata,[0.5]
Gap,12,15,0,Lagenophora gracilis,[0.5]
Gap,12,15,0,Microlaena stipoides var. stipoides,[3.0]
Gap,12,15,0,Oxalis corniculata s.s.,[0.5]
Gap,12,15,0,Rytidosperma nivicolum,[1.0]
Gap,12,15,0,Senecio quadridentatus,[0.5]
Gap,12,15,0,Veronica plebeia,[0.5]
Gap,12,15,0,Wahlenbergia gracilis,[0.5]
Gap,12,15,3,Austrostipa rudis,[1.0]
Gap,12,15,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,15,3,Dichondra repens,[1.0]
Gap,12,15,3,Einadia nutans subsp. nutans,[1.0]
Gap,12,15,3,Hypochoeris radicata,[0.5]
Gap,12,15,3,Lagenophora gracilis,[0.5]
Gap,12,15,3,Luzula meridionalis,[0.5]
Gap,12,15,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,15,3,Oxalis hirta,[0.5]
Gap,12,15,3,Poranthera microphylla s.l.,[0.5]
Gap,12,15,3,Rumex conglomeratus,[0.5]
Gap,12,15,3,Rytidosperma nivicolum,[1.0]
Gap,12,15,3,Senecio quadridentatus,[1.0]
Gap,12,15,3,Sonchus oleraceus,[0.5]
Gap,12,15,3,Stellaria flaccida,[0.5]
Gap,12,15,3,Stuartina muelleri,[0.5]
Gap,12,15,3,Wahlenbergia gracilis,[0.5]
Gap,12,15,6,Ehrharta erecta var. erecta,[0.5]
Gap,12,15,6,Einadia nutans subsp. nutans,[1.0]
Gap,12,15,6,Hydrocotyle laxiflora,[0.5]
Gap,12,15,6,Lagenophora gracilis,[0.5]
Gap,12,15,6,Microlaena stipoides var. stipoides,[1.0]
Gap,12,15,6,Oxalis perennans,[0.5]
Gap,12,15,6,Poa labillardierei,[0.5]
Gap,12,15,6,Rumex conglomeratus,[0.5]
Gap,12,15,6,Rytidosperma nivicolum,[2.0]
Gap,12,16,0,Anagallis arvensis,[0.5]
Gap,12,16,0,Crassula sieberiana s.l.,[0.5]
Gap,12,16,0,Dichondra repens,[1.0]
Gap,12,16,0,Einadia nutans subsp. nutans,[2.0]
Gap,12,16,0,Lagenophora gracilis,[0.5]
Gap,12,16,0,Lolium perenne,[0.5]
Gap,12,16,0,Lomandra longifolia,[1.0]
Gap,12,16,0,Oxalis corniculata s.s.,[0.5]
Gap,12,16,0,Poranthera microphylla s.l.,[0.5]
Gap,12,16,0,Rytidosperma nivicolum,[3.0]
Gap,12,16,0,Senecio quadridentatus,[0.5]
Gap,12,16,0,Themeda triandra,[0.5]
Gap,12,16,0,Veronica plebeia,[1.0]
Gap,12,16,0,Wahlenbergia gracilis,[0.5]
Gap,12,16,3,Anagallis arvensis,[1.0]
Gap,12,16,3,Carex breviculmis,[0.5]
Gap,12,16,3,Cirsium vulgare,[0.5]
Gap,12,16,3,Dichondra repens,[2.0]
Gap,12,16,3,Einadia nutans subsp. nutans,[1.0]
Gap,12,16,3,Hypochoeris radicata,[0.5]
Gap,12,16,3,Lagenophora gracilis,[0.5]
Gap,12,16,3,Linaria pelisseriana,[0.5]
Gap,12,16,3,Lomandra longifolia,[2.0]
Gap,12,16,3,Microlaena stipoides var. stipoides,[1.0]
Gap,12,16,3,Oxalis hirta,[1.0]
Gap,12,16,3,Rytidosperma nivicolum,[1.0]
Gap,12,16,3,Senecio quadridentatus,[0.5]
Gap,12,16,3,Wahlenbergia gracilis,[1.0]
Gap,12,16,6,Einadia nutans subsp. nutans,[3.0]
Gap,12,16,6,Lomandra longifolia,[2.0]
Gap,12,16,6,Poa labillardierei,[0.5]
Gap,12,16,6,Stellaria media,[0.5]
Gap,12,16,6,Themeda triandra,[0.5]
Gap,12,17,0,Acacia mearnsii,[0.5]
Gap,12,17,0,Austrostipa rudis,[0.5]
Gap,12,17,0,Cotula australis,[0.5]
Gap,12,17,0,Desmodium gunnii,[0.5]
Gap,12,17,0,Dichondra repens,[2.0]
Gap,12,17,0,Euchiton involucratus s.l.,[0.5]
Gap,12,17,0,Lomandra longifolia,[1.0]
Gap,12,17,0,Microlaena stipoides var. stipoides,[1.0]
Gap,12,17,0,Oxalis corniculata s.s.,[0.5]
Gap,12,17,0,Rytidosperma nivicolum,[1.0]
Gap,12,17,0,Senecio quadridentatus,[0.5]
Gap,12,17,0,Sonchus oleraceus,[0.5]
Gap,12,17,0,Veronica plebeia,[0.5]
Gap,12,17,0,Viola betonicifolia,[0.5]
Gap,12,17,0,Wahlenbergia gracilis,[0.5]
Gap,12,17,3,Acetosella vulgaris,[0.5]
Gap,12,17,3,Anagallis arvensis,[0.5]
Gap,12,17,3,Austrostipa rudis,[1.0]
Gap,12,17,3,Centella cordifolia,[1.0]
Gap,12,17,3,Cerastium glomeratum s.l.,[0.5]
Gap,12,17,3,Dichondra repens,[1.0]
Gap,12,17,3,Glycine clandestina,[0.5]
Gap,12,17,3,Lomandra longifolia,[3.0]
Gap,12,17,3,Microlaena stipoides var. stipoides,[5.0]
Gap,12,17,3,Stellaria flaccida,[1.0]
Gap,12,17,3,Viola betonicifolia,[0.5]
Gap,12,17,3,Wahlenbergia gracilis,[0.5]
Gap,12,17,6,Centella cordifolia,"[0.5, 0.5]"
Gap,12,17,6,Cheilanthes austrotenuifolia,"[0.5, 0.5]"
Gap,12,17,6,Cirsium vulgare,"[0.5, 0.5]"
Gap,12,17,6,Desmodium gunnii,"[0.5, 0.5]"
Gap,12,17,6,Hypochoeris radicata,"[0.5, 0.5]"
Gap,12,17,6,Lagenophora gracilis,"[1.0, 1.0]"
Gap,12,17,6,Microlaena stipoides var. stipoides,"[8.0, 8.0]"
Gap,12,17,6,Oxalis corniculata s.s.,[0.5]
Gap,12,17,6,Oxalis perennans,"[0.5, 0.5]"
Gap,12,17,6,Senecio quadridentatus,[0.5]
Gap,12,17,6,Stellaria flaccida,[0.5]
Gap,12,18,0,Acacia mearnsii,[0.5]
Gap,12,18,0,Carex breviculmis,[0.5]
Gap,12,18,0,Dichondra repens,[0.5]
Gap,12,18,0,Einadia nutans subsp. nutans,[0.5]
Gap,12,18,0,Hypochoeris radicata,[0.5]
Gap,12,18,0,Lomandra longifolia,[1.0]
Gap,12,18,0,Microlaena stipoides var. stipoides,[1.0]
Gap,12,18,0,Oxalis corniculata s.s.,[0.5]
Gap,12,18,0,Poa sieberiana,[0.5]
Gap,12,18,0,Poranthera microphylla s.l.,[0.5]
Gap,12,18,0,Rytidosperma nivicolum,[0.5]
Gap,12,18,0,Senecio quadridentatus,[0.5]
Gap,12,18,0,Viola betonicifolia,[0.5]
Gap,12,18,0,Wahlenbergia gracilis,[0.5]
Gap,12,18,3,Anagallis arvensis,[0.5]
Gap,12,18,3,Carex breviculmis,[1.0]
Gap,12,18,3,Conyza sumatrensis,[0.5]
Gap,12,18,3,Desmodium gunnii,[0.5]
Gap,12,18,3,Einadia nutans subsp. nutans,[0.5]
Gap,12,18,3,Hypericum gramineum,[0.5]
Gap,12,18,3,Hypochoeris radicata,[1.0]
Gap,12,18,3,Lagenophora gracilis,[0.5]
Gap,12,18,3,Lomandra longifolia,[3.0]
Gap,12,18,3,Microlaena stipoides var. stipoides,[2.0]
Gap,12,18,3,Oxalis hirta,[0.5]
Gap,12,18,3,Poa sieberiana,[3.0]
Gap,12,18,3,Poranthera microphylla s.l.,[0.5]
